itemid,label,fluid,category,count,min,max,linksto,param_type,unitname
225994,Mighty Shake (Vanilla/Strawberry),,Nutrition - Supplements,19,50,360,inputevents,Solution,mL
225995,Mighty Shake (Chocolate),,Nutrition - Supplements,10,30,400,inputevents,Solution,mL
225996,Mighty Shake (no sugar added),,Nutrition - Supplements,20,0,275,inputevents,Solution,mL
226000,Chocolate Scandi Shake (mixed),,Nutrition - Supplements,4,120,240,inputevents,Solution,mL
226002,Vanilla Lactose Free Scandi Shake (mixed),,Nutrition - Supplements,2,0,240,inputevents,Solution,mL
226016,Nutren 2.0 (1/4),,Nutrition - Enteral,29,20.66666728258133,996.9000288248062,inputevents,Solution,mL
226017,Nutren 2.0 (2/3),,Nutrition - Enteral,17,6.333333522081375,424.99999594688416,inputevents,Solution,mL
226019,Nutren 2.0 (1/2),,Nutrition - Enteral,45,7.986991882324219,500.25,inputevents,Solution,mL
226020,Impact (1/4),,Nutrition - Enteral,10,57.33333504199982,1000.2474540472031,inputevents,Solution,mL
226022,Impact (3/4),,Nutrition - Enteral,44,14.200000166893005,1000.0000305175781,inputevents,Solution,mL
226023,Impact (1/2),,Nutrition - Enteral,31,12.481001615524292,480.00000512599945,inputevents,Solution,mL
226024,Impact with Fiber (1/4),,Nutrition - Enteral,1,100,100,inputevents,Solution,mL
226026,Impact with Fiber (3/4),,Nutrition - Enteral,29,133.3333282470703,1000.0000433921814,inputevents,Solution,mL
226027,Impact with Fiber (1/2),,Nutrition - Enteral,8,2.0128204822540283,973.8333623558283,inputevents,Solution,mL
226028,Nutren Renal (1/4),,Nutrition - Enteral,3,96.33333620429039,903.6666743755341,inputevents,Solution,mL
226030,Nutren Renal (3/4),,Nutrition - Enteral,61,0.5670000314712524,4676.73895329237,inputevents,Solution,mL
226031,Nutren Renal (1/2),,Nutrition - Enteral,80,4.674051821231842,1996.0000594854355,inputevents,Solution,mL
226036,Peptamen 1.5 (1/4),,Nutrition - Enteral,17,25.300000429153442,500.0000191926956,inputevents,Solution,mL
226038,Peptamen 1.5 (3/4),,Nutrition - Enteral,62,82.10173988342285,988.300014257431,inputevents,Solution,mL
226039,Peptamen 1.5 (1/2),,Nutrition - Enteral,36,16.5,999.9999904632568,inputevents,Solution,mL
226044,Replete (1/4),,Nutrition - Enteral,14,1.0000000298023224,299.0000089108944,inputevents,Solution,mL
226045,Replete (2/3),,Nutrition - Enteral,38,2.3333334028720856,777.0326256752014,inputevents,Solution,mL
226046,Replete (3/4),,Nutrition - Enteral,150,1.6697025299072266,3253.333430290222,inputevents,Solution,mL
226047,Replete (1/2),,Nutrition - Enteral,130,4.0000001192092896,1000.0000220537186,inputevents,Solution,mL
226048,Replete with Fiber (1/4),,Nutrition - Enteral,59,3.3366336822509766,1120.000033378601,inputevents,Solution,mL
226049,Replete with Fiber (2/3),,Nutrition - Enteral,26,29.66666755080223,520.5404186248779,inputevents,Solution,mL
226050,Replete with Fiber (3/4),,Nutrition - Enteral,172,0.999921441078186,1925.3334313631058,inputevents,Solution,mL
226051,Replete with Fiber (1/2),,Nutrition - Enteral,199,1.1666667461395264,1000.0000376701355,inputevents,Solution,mL
226058,Vivonex (3/4),,Nutrition - Enteral,3,406.25,600.0000154972076,inputevents,Solution,mL
226059,Vivonex (1/2),,Nutrition - Enteral,26,20.000000596046448,999.9999809265137,inputevents,Solution,mL
226062,Venous CO2 Pressure,,Labs,47319,0,999999,chartevents,Numeric,mmHg
226063,Venous O2 Pressure,,Labs,47346,0,999999,chartevents,Numeric,mmHg
226089,Piggyback,,Fluids/Intake,94194,0.06666667014360428,2500.0000762939453,inputevents,Solution,mL
226092,Orthostatic BPd lying,,Routine Vital Signs,525,100,99,chartevents,Numeric,mmHg
226094,Orthostatic BPd sitting,,Routine Vital Signs,575,100,99,chartevents,Numeric,mmHg
226096,Orthostatic BPd standing,,Routine Vital Signs,506,100,98,chartevents,Numeric,mmHg
226104,Level of Consciousness,,Neurological,489797,Alert,Unresponsive,chartevents,Text,
226105,Behavior,,Neurological,167393,Angry,Withdrawn,chartevents,Text,
226107,Arterial Line placed in outside facility,,Access Lines - Invasive,420841,0,1,chartevents,Checkbox,
226108,CCO PAC placed in outside facility,,Access Lines - Invasive,14414,0,1,chartevents,Checkbox,
226109,Cordis/Introducer placed in outside facility,,Access Lines - Invasive,53183,0,1,chartevents,Checkbox,
226110,IABP placed in outside facility,,Access Lines - Invasive,7385,0,1,chartevents,Checkbox,
226112,Midline placed in outside facility,,Access Lines - Invasive,15947,0,1,chartevents,Checkbox,
226113,Multi Lumen placed in outside facility,,Access Lines - Invasive,385957,0,1,chartevents,Checkbox,
226114,PA Catheter placed in outside facility,,Access Lines - Invasive,23856,0,1,chartevents,Checkbox,
226115,PICC Line placed in outside facility,,Access Lines - Invasive,233385,0,1,chartevents,Checkbox,
226116,Presep Catheter placed in outside facility,,Access Lines - Invasive,2285,0,1,chartevents,Checkbox,
226117,Sheath placed in outside facility,,Access Lines - Invasive,7116,0,1,chartevents,Checkbox,
226118,Dialysis Catheter placed in outside facility,,Access Lines - Invasive,89719,0,1,chartevents,Checkbox,
226119,Trauma Line placed in outside facility,,Access Lines - Invasive,6995,0,1,chartevents,Checkbox,
226120,Triple Introducer placed in outside facility,,Access Lines - Invasive,529,0,1,chartevents,Checkbox,
226121,Tunneled (Hickman) placed in outside facility,,Access Lines - Invasive,5361,0,1,chartevents,Checkbox,
226122,Pheresis Catheter placed in outside facility,,Access Lines - Invasive,2877,0,1,chartevents,Checkbox,
226124,ICP Catheter,,Access Lines - Invasive,2,110.15,114.61666666666666,procedureevents,Processes,None
226124,ICP Catheter,,Access Lines - Invasive,30,0.4930555555555556,15,procedureevents,Processes,None
226124,ICP Catheter,,Access Lines - Invasive,653,66,39541,procedureevents,Processes,None
226125,ICP Line Discontinued,,Access Lines - Invasive,313,Planned,Unplanned - Patient-initiated,chartevents,Text,
226126,ICP Line Dressing Change,,Access Lines - Invasive,28232,2110-02-14 03:30:00,2207-05-27 21:00:00,datetimeevents,Date and time,
226128,ICP Line Insertion Date,,Access Lines - Invasive,29695,2110-02-14 00:00:00,2208-07-15 10:52:00,datetimeevents,Date and time,
226129,ICP Line placed in outside facility,,Access Lines - Invasive,29812,0,1,chartevents,Checkbox,
226130,ICP Line Site Appear,,Access Lines - Invasive,31422,Bleeding,WNL,chartevents,Text,
226131,ICP Line Tip Cultured,,Access Lines - Invasive,472,0,1,chartevents,Checkbox,
226132,ICP Line Tubing Change,,Access Lines - Invasive,26563,2110-02-14 00:00:00,2207-05-23 08:52:00,datetimeevents,Date and time,
226133,ICP Line Waveform Appear,,Access Lines - Invasive,29674,Dampened,Sharp,chartevents,Text,
226134,ICP Line Zero/Calibrate,,Access Lines - Invasive,9913,0,1,chartevents,Checkbox,
226135,14 Gauge placed in outside facility,,Access Lines - Peripheral,5110,0,1,chartevents,Checkbox,
226136,16 Gauge placed in outside facility,,Access Lines - Peripheral,89977,0,1,chartevents,Checkbox,
226137,18 Gauge placed in outside facility,,Access Lines - Peripheral,354133,0,1,chartevents,Checkbox,
226138,20 Gauge placed in outside facility,,Access Lines - Peripheral,516481,0,1,chartevents,Checkbox,
226139,22 Gauge placed in outside facility,,Access Lines - Peripheral,135976,0,1,chartevents,Checkbox,
226140,RIC placed in outside facility,,Access Lines - Peripheral,1566,0,1,chartevents,Checkbox,
226168,Oral Care,,Treatments,979698,Deferred,VAP Kit,chartevents,Text,
226169,Subglottal Suctioning,,Treatments,382472,0,1,chartevents,Checkbox,
226170,Head of Bed Measurement,,Treatments,77,30,90,chartevents,Numeric,Degree
226180,Sexuality / reproductive problems,,Adm History/FHPA,69400,0,1,chartevents,Checkbox,
226183,Estimated Energy Needs/Kg,,General,477,13,40,chartevents,Numeric,kcal/kg
226184,Estimated Protein Needs/Kg,,General,450,0.8,25,chartevents,Numeric,g/kg
226185,ICU Consent Signed,,General,15340,0,1,chartevents,Checkbox,
226236,Temporary Pacemaker Wires Discontinued,,4-Procedures,1193,1,1,procedureevents,Processes,None
226237,Open Tracheostomy,,1-Intubation/Extubation,24,1,1,procedureevents,Processes,None
226253,SpO2 Desat Limit,,Alarms,600821,0,99.9,chartevents,Numeric,%
226272,EF (CCO),,Hemodynamics,307,12,58,chartevents,Numeric,%
226329,Blood Temperature CCO (C),,Routine Vital Signs,151805,0,99.4,chartevents,Numeric,°C
226361,Pre-Admission/Non-ICU Intake,,Fluids/Intake,28,1,6,inputevents,Solution,mL
226361,Pre-Admission/Non-ICU Intake,,Fluids/Intake,15327,0,122899,inputevents,Solution,mL
226363,Cath Lab Intake,,Fluids/Intake,1,99.99999747378752,99.99999747378752,inputevents,Solution,mL
226363,Cath Lab Intake,,Fluids/Intake,2457,0,11000,inputevents,Solution,mL
226364,OR Crystalloid Intake,,Fluids/Intake,10,1,10,inputevents,Solution,mL
226364,OR Crystalloid Intake,,Fluids/Intake,20322,0,36000,inputevents,Solution,mL
226365,OR Colloid Intake,,Blood Products/Colloids,2039,0,16000,inputevents,Solution,mL
226367,OR FFP Intake,,Blood Products/Colloids,1,2.0000000949949026,2.0000000949949026,inputevents,Solution,mL
226367,OR FFP Intake,,Blood Products/Colloids,2,1,5,inputevents,Solution,mL
226367,OR FFP Intake,,Blood Products/Colloids,2453,0,23567,inputevents,Solution,mL
226368,OR Packed RBC Intake,,Blood Products/Colloids,1,2.0000000949949026,2.0000000949949026,inputevents,Solution,mL
226368,OR Packed RBC Intake,,Blood Products/Colloids,5029,0,30258,inputevents,Solution,mL
226369,OR Platelet Intake,,Blood Products/Colloids,2161,0,4828,inputevents,Solution,mL
226370,OR Autologous Blood Intake,,Blood Products/Colloids,205,75,7000,inputevents,Solution,mL
226371,OR Cryoprecipitate Intake,,Blood Products/Colloids,576,75,7000,inputevents,Solution,mL
226372,OR Cell Saver Intake,,Blood Products/Colloids,6770,0,15000,inputevents,Solution,mL
226375,PACU Crystalloid Intake,,Fluids/Intake,1,5,5,inputevents,Solution,mL
226375,PACU Crystalloid Intake,,Fluids/Intake,2251,0,13564,inputevents,Solution,mL
226376,PACU Colloid Intake,,Blood Products/Colloids,239,0,11600,inputevents,Solution,mL
226377,PACU PO Intake,,Fluids/Intake,132,0,18695,inputevents,Solution,mL
226452,PO Intake,,Fluids/Intake,1,119.9999957179898,119.9999957179898,inputevents,Solution,mL
226452,PO Intake,,Fluids/Intake,2,1,1,inputevents,Solution,mL
226452,PO Intake,,Fluids/Intake,428005,0,24120,inputevents,Solution,mL
226453,GT Flush,,Fluids/Intake,1,0,0,inputevents,Solution,mL
226453,GT Flush,,Fluids/Intake,224139,0,4000,inputevents,Solution,mL
226457,Ultrafiltrate Output,,Dialysis,217653,0,999,chartevents,Numeric,mL
226473,Blood Transfusion Consent,,General,5752,0,1,chartevents,Checkbox,
226474,ICP Bolt Inserted,,4-Procedures,65,1,1,procedureevents,Processes,None
226475,Intraventricular Drain Inserted,,4-Procedures,166,1,1,procedureevents,Processes,None
226476,Esophogeal Balloon,,4-Procedures,179,1,1,procedureevents,Processes,None
226477,Temporary Pacemaker Wires Inserted,,4-Procedures,115,1,1,procedureevents,Processes,None
226479,Ectopy Type 2,,Routine Vital Signs,52476,A Quadrigeminy,V Quadrigenimy,chartevents,Text,
226480,Ectopy Frequency 2,,Routine Vital Signs,32571,Frequent,Runs Vtach,chartevents,Text,
226499,Hemodialysis Output,,Dialysis,4854,0,99,chartevents,Numeric,mL
226504,Phenytoin (Free),,Labs,312,0.9,4,chartevents,Numeric,None
226512,Admission Weight (Kg),,General,67826,1,99.9,chartevents,Numeric,kg
226531,Admission Weight (lbs.),,General,119251,0,99.9,chartevents,Numeric,None
226534,Sodium (whole blood),,Labs,79,0,99,chartevents,Numeric,None
226534,Sodium (whole blood),,Labs,49548,100,999999,chartevents,Numeric,None
226536,Chloride (whole blood),,Labs,27,100,97,chartevents,Numeric,None
226536,Chloride (whole blood),,Labs,29752,100,999999,chartevents,Numeric,None
226537,Glucose (whole blood),,Labs,16505,0,99,chartevents,Numeric,None
226537,Glucose (whole blood),,Labs,132561,0.12,999999,chartevents,Numeric,None
226540,Hematocrit (whole blood - calc),,Labs,74,0,9.9,chartevents,Numeric,None
226540,Hematocrit (whole blood - calc),,Labs,54887,0,999999,chartevents,Numeric,None
226541,ScvO2 Central Venous O2% Sat,,Labs,28,31,89,chartevents,Numeric,None
226557,R Ureteral Stent,,Output,377,0,650,outputevents,Numeric,mL
226558,L Ureteral Stent,,Output,169,0,1000,outputevents,Numeric,mL
226559,Foley,,Output,2977848,-3765,30331,outputevents,Numeric,mL
226560,Void,,Output,269351,-1,4500,outputevents,Numeric,mL
226561,Condom Cath,,Output,39628,0,2900,outputevents,Numeric,mL
226563,Suprapubic,,Output,10797,0,3200,outputevents,Numeric,mL
226564,R Nephrostomy,,Output,4283,0,3500,outputevents,Numeric,mL
226565,L Nephrostomy,,Output,3864,0,1200,outputevents,Numeric,mL
226567,Straight Cath,,Output,11102,-1,2550,outputevents,Numeric,mL
226569,Anderson (gastric),,Output,18,0,650,outputevents,Numeric,mL
226570,Blakemore,,Output,114,0,3000,outputevents,Numeric,mL
226571,Emesis,,Output,8742,0,4000,outputevents,Numeric,mL
226572,Ewald,,Output,17,0,700,outputevents,Numeric,mL
226573,Gastric Tube,,Output,8980,0,3000,outputevents,Numeric,mL
226574,Jejunostomy,,Output,731,0,1700,outputevents,Numeric,mL
226575,Nasogastric,,Output,30216,0,15000,outputevents,Numeric,mL
226576,Oral Gastric,,Output,25114,0,7200,outputevents,Numeric,mL
226579,Stool,,Output,15392,-2,4000,outputevents,Numeric,mL
226580,Fecal Bag,,Output,13762,-1,3600,outputevents,Numeric,mL
226582,Ostomy (output),,Output,15815,0,3525,outputevents,Numeric,mL
226583,Rectal Tube,,Output,5938,0,5000,outputevents,Numeric,mL
226584,Ileoconduit,,Output,6780,0,2500,outputevents,Numeric,mL
226588,Chest Tube #1,,Output,261260,-50,4600,outputevents,Numeric,mL
226589,Chest Tube #2,,Output,39021,-30,2500,outputevents,Numeric,mL
226590,L Pleural #1,,Output,11268,0,2800,outputevents,Numeric,mL
226591,L Pleural #2,,Output,1141,0,1690,outputevents,Numeric,mL
226592,Mediastinal,,Output,14287,0,2100,outputevents,Numeric,mL
226593,R Pleural #1,,Output,9925,0,3400,outputevents,Numeric,mL
226595,R Pleural #2,,Output,1043,0,2200,outputevents,Numeric,mL
226597,JP Medial,,Drains,14271,0,2300,outputevents,Numeric,mL
226598,JP Lateral,,Drains,12167,-100,2000,outputevents,Numeric,mL
226599,Jackson Pratt #1,,Drains,59363,0,6500,outputevents,Numeric,mL
226600,Jackson Pratt #2,,Drains,21824,0,1500,outputevents,Numeric,mL
226601,Jackson Pratt #3,,Drains,7563,0,900,outputevents,Numeric,mL
226602,Jackson Pratt #4,,Drains,2200,0,1000,outputevents,Numeric,mL
226603,T Tube,,Drains,3345,-10,1200,outputevents,Numeric,mL
226604,Hemovac #1,,Drains,4421,0,1200,outputevents,Numeric,mL
226605,Hemovac #2,,Drains,614,0,500,outputevents,Numeric,mL
226606,Cerebral Ventricular #1,,Drains,98095,0,270,outputevents,Numeric,mL
226607,Cerebral Ventricular #2,,Drains,5538,0,95,outputevents,Numeric,mL
226608,Cerebral Subdural #1,,Drains,4258,0,360,outputevents,Numeric,mL
226609,Cerebral Subdural #2,,Drains,408,0,300,outputevents,Numeric,mL
226610,Lumbar,,Drains,12201,0,288,outputevents,Numeric,mL
226612,Pericardial,,Drains,3666,0,8000,outputevents,Numeric,mL
226613,Wound Vac #1,,Drains,17994,0,8000,outputevents,Numeric,mL
226614,Wound Vac #2,,Drains,919,0,800,outputevents,Numeric,mL
226616,Anderson,,Drains,23,0,500,outputevents,Numeric,mL
226617,Sump #1,,Drains,1041,0,14000,outputevents,Numeric,mL
226618,Sump #2,,Drains,258,0,700,outputevents,Numeric,mL
226619,Pigtail #1,,Drains,6600,-10,7500,outputevents,Numeric,mL
226620,Pigtail #2,,Drains,2063,0,1340,outputevents,Numeric,mL
226621,Davol,,Drains,55,0,300,outputevents,Numeric,mL
226622,Red Rubber,,Drains,368,0,800,outputevents,Numeric,mL
226623,Penrose #1,,Drains,285,0,800,outputevents,Numeric,mL
226624,Penrose #2,,Drains,81,0,1550,outputevents,Numeric,mL
226625,Tap,,Drains,1140,0,27000,outputevents,Numeric,mL
226626,OR EBL,,Output,10033,0,70000,outputevents,Numeric,mL
226627,OR Urine,,Output,17640,0,8300,outputevents,Numeric,mL
226628,PACU Drains,,Output,710,0,8000,outputevents,Numeric,mL
226629,PACU EBL,,Output,480,0,29000,outputevents,Numeric,mL
226630,PACU Gastric,,Output,208,0,11000,outputevents,Numeric,mL
226631,PACU Urine,,Output,2361,0,8130,outputevents,Numeric,mL
226632,Cath Lab,,Output,1211,0,4700,outputevents,Numeric,mL
226633,Pre-Admission,,Output,13215,-689,129385,outputevents,Numeric,mL
226707,Height,,General,33707,0,98,chartevents,Numeric,Inch
226719,Last menses,,Adm History/FHPA,2062,2110-02-18 16:24:00,2206-09-22 00:00:00,datetimeevents,Date and time,
226730,Height (cm),,General,33707,0,91,chartevents,Numeric,cm
226732,O2 Delivery Device(s),,Respiratory,1536870,Aerosol-cool,Venti mask ,chartevents,Text,
226737,AaDO2ApacheIIValue,,Scores - APACHE II,9,144,607,chartevents,Numeric,mmHg
226738,AgeApacheIIScore,,Scores - APACHE II,20,0,9,chartevents,Numeric,None
226739,AgeApacheIIValue,,Scores - APACHE II,18,50,89,chartevents,Numeric,years
226743,APACHE II,,Scores - APACHE II,19,0,44,chartevents,Numeric,None
226744,APACHE II PDR - Adjusted,,Scores - APACHE II,19,11.1,94.8,chartevents,Numeric,%
226745,APACHE II Predecited Death Rate,,Scores - APACHE II,22,12.9,9.95,chartevents,Numeric,%
226748,APACHEII-Renal failure,,Scores - APACHE II,19,0,1,chartevents,Checkbox,
226749,ChpApacheIIScore,,Scores - APACHE II,15,0,5,chartevents,Numeric,None
226751,CreatinineApacheIIScore,,Scores - APACHE II,19,0,8,chartevents,Numeric,None
226752,CreatinineApacheIIValue,,Scores - APACHE II,16,0.6,4.8,chartevents,Numeric,None
226753,DswfApacheScore,,Scores - APACHE II,15,0,-1.081,chartevents,Numeric,None
226754,FiO2ApacheIIValue,,Scores - APACHE II,13,100,50,chartevents,Numeric,%
226755,GcsApacheIIScore,,Scores - APACHE II,19,0,7,chartevents,Numeric,None
226756,GCSEyeApacheIIValue,,Scores - APACHE II,18,None,To Speech,chartevents,Text,
226757,GCSMotorApacheIIValue,,Scores - APACHE II,18,Flex-withdraws,Obeys Commands,chartevents,Text,
226758,GCSVerbalApacheIIValue,,Scores - APACHE II,18,Confused,Oriented,chartevents,Text,
226759,HCO3ApacheIIValue,,Scores - APACHE II,16,13,31,chartevents,Numeric,None
226760,HCO3Score,,Scores - APACHE II,19,0,4,chartevents,Numeric,None
226761,HematocritApacheIIScore,,Scores - APACHE II,19,0,2,chartevents,Numeric,None
226762,HematocritApacheIIValue,,Scores - APACHE II,17,24.1,40.8,chartevents,Numeric,None
226763,HrApacheIIScore,,Scores - APACHE II,19,0,3,chartevents,Numeric,None
226764,HrApacheIIValue,,Scores - APACHE II,18,100,96,chartevents,Numeric,bpm
226765,MapApacheIIScore,,Scores - APACHE II,19,0,4,chartevents,Numeric,None
226766,MapApacheIIValue,,Scores - APACHE II,18,124,78,chartevents,Numeric,mmHg
226767,OxygenApacheIIScore,,Scores - APACHE II,19,0,4,chartevents,Numeric,None
226768,PhApacheIIScore,,Scores - APACHE II,19,0,4,chartevents,Numeric,None
226769,PHApacheIIValue,,Scores - APACHE II,14,7.08,7.43,chartevents,Numeric,None
226771,PotassiumApacheIIScore,,Scores - APACHE II,19,0,1,chartevents,Numeric,None
226772,PotassiumApacheIIValue,,Scores - APACHE II,17,3,5,chartevents,Numeric,None
226773,RrApacheIIScore,,Scores - APACHE II,19,0,4,chartevents,Numeric,None
226774,RRApacheIIValue,,Scores - APACHE II,18,0,42,chartevents,Numeric,insp/min
226775,SodiumApacheIIScore,,Scores - APACHE II,19,0,1,chartevents,Numeric,None
226776,SodiumApacheIIValue,,Scores - APACHE II,17,136,150,chartevents,Numeric,None
226777,TempApacheIIScore,,Scores - APACHE II,19,0,3,chartevents,Numeric,None
226778,TempApacheIIValue,,Scores - APACHE II,18,100.4,99.6,chartevents,Numeric,°F
226779,WbcApacheIIScore,,Scores - APACHE II,19,0,2,chartevents,Numeric,None
226780,WBCApacheIIValue,,Scores - APACHE II,17,10.3,9.7,chartevents,Numeric,None
226814,Known difficult intubation,,Respiratory,347977,No,Yes,chartevents,Text,
226815,Airway problems,,Respiratory,1739,Cuff / valve leak,Positional leak around cuff,chartevents,Text,
226846,Feeding Weight,,General,7223,0,99.5,chartevents,Numeric,kg
226871,Expiratory Ratio,,Respiratory,215285,0,9.7,chartevents,Numeric,None
226873,Inspiratory Ratio,,Respiratory,214507,0,9.8,chartevents,Numeric,None
226875,Ensure (3/4),,Nutrition - Enteral,1,968.4685063362122,968.4685063362122,inputevents,Solution,mL
226877,Ensure Plus (Full),,Nutrition - Enteral,196,2.500000074505806,1620.0000443458557,inputevents,Solution,mL
226880,Nutren Pulmonary (Full),,Nutrition - Enteral,5739,0.3333333432674408,9961.750288009644,inputevents,Solution,mL
226881,Nutren Pulmonary (3/4),,Nutrition - Enteral,13,7.620403051376343,500.00001096725464,inputevents,Solution,mL
226882,Nutren Pulmonary (1/2),,Nutrition - Enteral,43,5.505472719669342,2958,inputevents,Solution,mL
226889,Legal Guardian,,General,11660,0,1,chartevents,Checkbox,
226980,AgeScore_ApacheIV,,Scores - APACHE IV (2),8,0,5,chartevents,Numeric,None
226981,Albumin_ApacheIV,,Scores - APACHE IV (2),4,2.3,2.5,chartevents,Numeric,None
226982,AlbuminScore_ApacheIV,,Scores - APACHE IV (2),8,0,6,chartevents,Numeric,None
226983,Apache IV A-aDO2,,Scores - APACHE IV (2),2,144.5,376.25,chartevents,Numeric,None
226984,Apache IV Age,,Scores - APACHE IV (2),8,18,86,chartevents,Numeric,years
226990,Apache IV PaFiRatio,,Scores - APACHE IV (2),7,0,98,chartevents,Numeric,None
226991,APACHEIII,,Scores - APACHE IV (2),13,103,92,chartevents,Numeric,None
226993,ApacheIV_LOS,,Scores - APACHE IV (2),13,4.94,8.86,chartevents,Numeric,%
226994,ApacheIV_Mortality prediction,,Scores - APACHE IV (2),8,15.85,56.48,chartevents,Numeric,None
226995,ApacheIV_Natural antilog,,Scores - APACHE IV (2),8,0.19,1.3,chartevents,Numeric,None
226996,APS,,Scores - APACHE IV (2),8,35,97,chartevents,Numeric,None
226997,ARF,,Scores - APACHE IV (2),2,0,1,chartevents,Checkbox,
226998,Bilirubin_ApacheIV,,Scores - APACHE IV (2),7,0.4,6.5,chartevents,Numeric,None
226999,BiliScore_ApacheIV,,Scores - APACHE IV (2),8,0,8,chartevents,Numeric,None
227000,BUN_ApacheIV,,Scores - APACHE IV (2),8,10,33,chartevents,Numeric,None
227001,BunScore_ApacheIV,,Scores - APACHE IV (2),8,0,7,chartevents,Numeric,None
227004,ChronicScore_ApacheIV,,Scores - APACHE IV (2),8,0,4,chartevents,Numeric,None
227005,Creatinine_ApacheIV,,Scores - APACHE IV (2),8,0.5,2.3,chartevents,Numeric,None
227006,CreatScore_ApacheIV,,Scores - APACHE IV (2),8,0,7,chartevents,Numeric,None
227010,FiO2_ApacheIV,,Scores - APACHE IV (2),6,100,60,chartevents,Numeric,%
227013,GcsScore_ApacheIV,,Scores - APACHE IV (2),8,0,48,chartevents,Numeric,None
227015,Glucose_ApacheIV,,Scores - APACHE IV (2),8,111,178,chartevents,Numeric,None
227016,GlucoseScore_ApacheIV,,Scores - APACHE IV (2),8,0,0,chartevents,Numeric,None
227017,Hematocrit_ApacheIV,,Scores - APACHE IV (2),8,15.7,51.8,chartevents,Numeric,None
227018,HR_ApacheIV,,Scores - APACHE IV (2),7,0,153,chartevents,Numeric,bpm
227019,HrScore_ApacheIV,,Scores - APACHE IV (2),8,0,8,chartevents,Numeric,None
227020,HtScore_ApacheIV,,Scores - APACHE IV (2),8,3,3,chartevents,Numeric,None
227021,Intubated_ApacheIV,,Scores - APACHE IV (2),8,0,1,chartevents,Checkbox,
227023,MAP_ApacheIV,,Scores - APACHE IV (2),7,122,78,chartevents,Numeric,mmHg
227024,MapScore_ApacheIV,,Scores - APACHE IV (2),8,0,7,chartevents,Numeric,None
227035,OxygenScore_ApacheIV,,Scores - APACHE IV (2),8,0,0,chartevents,Numeric,None
227036,PCO2_ApacheIV,,Scores - APACHE IV (2),5,27,48,chartevents,Numeric,None
227037,PH_ApacheIV,,Scores - APACHE IV (2),5,7.24,7.52,chartevents,Numeric,None
227038,PHPaCO2Score_ApacheIV,,Scores - APACHE IV (2),8,0,9,chartevents,Numeric,None
227039,PO2_ApacheIV,,Scores - APACHE IV (2),1,129,129,chartevents,Numeric,mmHg
227050,RR_ApacheIV,,Scores - APACHE IV (2),7,12,30,chartevents,Numeric,insp/min
227051,RRScore_ApacheIV,,Scores - APACHE IV (2),8,0,6,chartevents,Numeric,None
227052,Sodium_ApacheIV,,Scores - APACHE IV (2),8,0,142,chartevents,Numeric,None
227053,SodiumScore_ApacheIV,,Scores - APACHE IV (2),8,0,3,chartevents,Numeric,None
227054,TemperatureF_ApacheIV,,Scores - APACHE IV (2),7,100.6,99,chartevents,Numeric,°F
227055,TempScore_ApacheIV,,Scores - APACHE IV (2),8,0,2,chartevents,Numeric,None
227059,UrineScore_ApacheIV,,Scores - APACHE IV (2),8,0,5,chartevents,Numeric,None
227060,Use A-aDO2,,Scores - APACHE IV (2),8,0,1,chartevents,Checkbox,
227062,WBC_ApacheIV,,Scores - APACHE IV (2),8,11.3,8.1,chartevents,Numeric,None
227063,WBCScore_ApacheIV,,Scores - APACHE IV (2),8,0,1,chartevents,Numeric,None
227066,Cerebral Perfusion Pressure,,Hemodynamics,121226,0,990,chartevents,Numeric,mmHg
227070,PACU Packed RBC Intake,,Blood Products/Colloids,176,250,3430,inputevents,Solution,mL
227071,PACU Platelet Intake,,Blood Products/Colloids,23,183,617,inputevents,Solution,mL
227072,PACU FFP Intake,,Blood Products/Colloids,38,236,1630,inputevents,Solution,mL
227073,Anion gap,,Labs,48,0,93,chartevents,Numeric,None
227073,Anion gap,,Labs,423087,0,999999,chartevents,Numeric,None
227090,Lipids 10%,,Nutrition - Parenteral,1,999.9999862909317,999.9999862909317,inputevents,Solution,mL
227111,PCA  dose units,,Pain/Sedation,41574,mcg,mg,chartevents,Text,
227113,PCA 1 hour limit units,,Pain/Sedation,40391,mcg,mg,chartevents,Text,
227115,PCA bolus units,,Pain/Sedation,3076,mcg,mg,chartevents,Text,
227117,PCA total dose units,,Pain/Sedation,23433,mcg,mg,chartevents,Text,
227119,Epidural Location,,Pain/Sedation,19256,Lumbar,Thoracic,chartevents,Text,
227120,Motor Deficit,,Pain/Sedation,14786,No,Yes,chartevents,Text,
227121,Pupil Response Right,,Neurological,1192117,Brisk ,Sluggish,chartevents,Text,
227122,Neuro Drain Landmark,,Neurological,1,Tragus,Tragus,chartevents,Text,
227124,Dialysis Catheter Type,,Access Lines - Invasive,55559,Temporary (Quinton),Tunneled (PermaCath),chartevents,Text,
227125,Indwelling (PortaCath) Port Type,,Access Lines - Invasive,18386,Double ,Single ,chartevents,Text,
227126,Indwelling (PortaCath) Port #1 Date Accessed,,Access Lines - Invasive,22766,2110-01-12 00:00:00,2207-06-30 10:10:00,datetimeevents,Date and time,
227127,Indwelling (PortaCath) Port #1,,Access Lines - Invasive,6716,Medial ,Superior,chartevents,Text,
227128,Indwelling (PortaCath) Port #2,,Access Lines - Invasive,2172,Inferior ,Lateral ,chartevents,Text,
